order_id,product_id,product_quantity
13034,411,1
7616,908,2
6381,65,6
4402,763,2
11351,860,9
9228,54,2
5544,1290,5
2879,567,3
14097,1167,4
14983,848,2
5266,60,1
6359,1239,5
1551,781,7
10790,1097,7
14070,1174,7
9048,146,7
3930,1166,1
1665,817,5
8878,704,2
7630,568,8
11596,218,7
4179,88,4
14138,1001,10
7889,1315,1
3290,744,6
11413,938,8
12751,1404,8
5691,874,3
8672,1134,10
12442,20,6
4229,1292,5
12178,1435,6
1792,1260,1
8870,157,9
1932,1271,2
876,24,4
14792,577,4
12297,585,3
3508,387,2
5973,103,7
1739,9,7
12006,1100,5
5813,1121,6
13669,1346,7
10879,741,1
14652,213,3
10747,667,2
2022,109,3
9609,1076,5
14787,259,5
10832,108,9
6918,1156,6
8037,807,9
10601,1124,3
9480,347,3
3146,237,10
9268,308,6
8084,1446,8
9011,499,8
8061,431,2
13516,506,6
11191,32,1
8027,730,2
13595,1328,2
11702,1005,7
8961,1030,9
6067,1394,2
8145,829,8
11925,1275,8
7486,97,2
6578,1486,5
10268,503,4
10822,513,10
14538,659,3
2559,443,7
478,284,2
585,847,2
6097,986,4
693,25,3
14268,992,10
3139,1385,5
11483,1261,10
1060,1319,2
12756,529,5
14559,1297,7
12152,393,8
1841,942,6
10431,1372,9
9381,549,3
9306,750,2
1702,140,6
12267,34,5
12552,1119,5
7709,563,9
1621,1012,5
14898,1236,5
1210,490,8
7186,617,3
578,1432,5
2629,861,10
6408,1492,2
4537,40,3
11096,337,7
12144,711,3
2780,328,4
3988,15,3
8066,1007,2
8878,430,4
10913,1065,8
5566,1171,5
11614,72,7
595,737,5
3480,603,5
1030,84,9
1271,975,7
4406,1417,9
7079,1001,9
2040,1093,6
13658,845,6
11736,975,3
13839,691,7
12439,1142,1
10318,341,7
4576,1372,1
3203,39,9
7873,439,5
13014,1184,2
5004,303,4
4404,1099,8
13841,1264,7
12444,1452,8
6352,1315,5
363,101,10
11060,1102,4
7774,1388,9
1534,730,6
9134,202,4
14395,1152,4
8998,1135,6
4625,717,9
14517,90,5
9190,736,4
4804,1095,1
7001,881,2
3776,61,4
6951,656,4
12757,856,7
8649,1163,4
8736,844,9
8126,1348,1
2669,41,4
8507,1034,6
6411,658,10
1042,1344,6
12976,1192,6
11028,247,2
6899,1121,4
14442,177,10
5638,1485,2
13861,1375,1
7477,388,8
14828,192,8
5690,647,9
4711,842,8
2619,1062,10
13028,367,8
1245,707,9
4343,884,9
12464,1106,2
3283,827,5
10409,304,9
633,27,1
14092,81,7
1221,278,8
8642,259,1
4058,1444,10
13628,697,6
10700,1162,6
6379,1063,10
1486,735,5
12217,701,9
13836,1220,3
1486,458,2
3181,1263,8
14908,633,5
13086,1348,5
4538,420,4
12017,1490,4
11573,1372,8
1036,356,7
871,1437,2
12977,1279,5
2885,229,2
7318,55,9
14928,1091,2
13804,125,7
1076,455,5
1218,1192,4
10767,209,8
8768,1361,6
7558,1245,5
7680,473,9
13738,305,9
5436,1149,3
648,496,5
14457,272,2
276,357,2
3197,780,6
877,1040,8
6599,1451,3
1269,893,6
846,638,8
6472,605,3
4238,761,9
11483,1102,8
12329,1051,4
6672,467,4
671,1127,5
10005,1152,9
4812,127,3
12022,681,8
3473,879,4
14197,863,10
6615,155,1
1853,1351,2
7740,1407,2
10890,1456,5
1396,312,7
6729,1449,5
10567,169,6
13787,496,1
7729,418,10
7882,1395,2
4285,708,1
14022,783,8
3103,135,9
4114,440,1
6648,1492,5
1935,793,3
10630,1313,2
4181,1075,7
5194,1413,6
7742,263,7
12502,341,7
6942,419,5
10880,143,6
13174,508,6
2356,850,4
11447,1037,3
1623,1203,3
4333,1052,10
8676,125,9
2382,524,3
13210,1302,6
1339,1287,3
681,1232,2
6893,1025,2
3028,788,6
814,415,6
2322,416,4
8241,472,3
3466,188,3
3387,702,8
1609,764,4
3716,94,10
13483,1177,2
11260,1098,2
2591,822,10
6270,315,5
5237,791,8
3382,662,6
11445,1472,7
12285,306,6
6917,472,8
6747,1089,9
11549,486,9
13916,1122,9
11174,1247,7
975,484,8
14414,1382,4
8851,573,3
38,293,5
13091,928,8
12234,904,2
14914,829,2
11529,1311,4
13196,1047,8
6684,1030,8
12621,257,1
13636,310,9
7703,489,10
13531,1270,10
9434,903,4
13755,325,5
9313,710,7
10908,342,3
11780,564,10
9677,1425,6
5790,1247,1
629,1352,2
825,348,4
13825,858,8
10696,591,5
10712,174,4
11811,671,1
3281,978,4
4554,346,7
11292,199,6
1333,886,7
472,587,1
1111,1072,9
9986,1421,3
12411,502,5
13905,179,4
3126,1270,4
13283,1223,7
14617,733,9
8726,1416,10
12276,547,4
12588,953,4
4276,530,3
6633,1396,10
6279,28,8
10177,1053,10
10997,1086,7
12353,624,7
14226,1235,4
221,693,10
9631,253,3
13708,1243,6
13225,16,2
10053,932,8
11454,292,5
2988,550,4
6034,1338,2
7343,1454,1
3307,1197,6
13642,941,8
10223,962,9
3415,1319,6
3753,150,9
275,1368,5
7282,1306,3
5180,1387,5
10654,1329,8
6459,226,5
12222,591,2
11810,1359,1
7899,1110,3
3764,140,6
11237,686,2
8553,917,7
8122,1427,7
9541,1323,2
6622,1220,6
3069,679,3
8245,676,5
4165,915,9
6652,87,4
13259,1388,6
10203,175,2
7466,873,5
12732,376,7
6276,982,6
10328,1411,9
13797,1324,3
13436,264,5
13371,1372,10
9194,607,2
12062,1445,5
1616,883,8
13911,405,7
1064,581,2
10297,1124,10
2822,703,3
7620,900,9
6406,737,9
518,996,6
7678,736,4
223,959,7
2106,1394,4
5275,853,5
6608,1016,5
2130,825,3
11687,1118,2
2129,818,5
11724,1014,6
4817,15,1
10942,556,2
8475,190,9
4800,192,2
3179,52,2
11079,158,9
5928,21,3
2765,549,2
2839,626,7
6196,549,7
5698,1072,6
12177,6,8
9977,559,6
1776,1060,1
742,1314,5
4880,710,4
1114,1282,6
14503,67,6
12753,454,10
368,617,8
12913,914,4
11976,502,8
2948,535,1
8653,1056,5
13940,1238,8
13846,977,1
6485,420,10
1224,1373,3
8400,1496,10
6108,1047,3
6022,747,8
12814,968,4
9675,143,6
7474,588,5
407,234,5
11595,1330,7
1153,1171,1
2123,23,3
4054,402,1
9832,564,10
13237,1404,10
5147,759,9
5496,461,10
11980,558,7
12742,1417,5
8276,1376,9
8259,554,1
323,796,8
11544,21,5
3371,1023,1
7643,1057,2
5732,416,10
2541,577,6
11943,634,5
4470,492,5
2520,1047,7
4312,1433,9
12427,327,2
11277,524,3
10920,1431,6
1285,120,4
9829,1279,3
6441,173,10
5762,1490,10
10390,1054,4
12753,379,5
11113,846,7
6074,210,8
4163,524,7
14792,1223,5
7586,1483,7
5344,381,7
7038,1408,10
14853,1202,1
7108,1269,8
9945,50,7
3523,448,6
3314,759,3
11302,1049,8
5199,543,7
2627,359,10
6388,1270,5
9607,1092,10
10382,443,7
5914,727,5
12390,1406,7
2454,710,6
3451,274,8
1837,652,6
5765,166,5
6269,1041,4
10964,1462,8
13236,1397,3
6211,30,8
11676,912,9
7678,823,4
8887,6,4
13064,764,9
7312,1359,1
1391,266,7
3227,1375,5
3071,1021,8
3667,260,5
14962,421,4
8246,900,3
1000,546,8
7354,441,4
13499,645,1
8761,798,5
13857,815,1
1065,1065,3
8789,586,1
14133,1464,2
14945,1065,9
1823,441,5
2764,569,3
5409,192,8
4503,223,5
10333,559,8
8990,1324,2
4439,506,2
6805,16,5
7495,1236,4
66,841,6
11212,404,1
9638,1055,3
1533,303,4
7106,918,9
9176,216,8
13179,1145,8
4414,418,7
13564,761,3
2083,713,2
10933,412,4
14637,678,5
4872,1386,3
9562,1252,5
12731,790,6
1378,1168,4
514,429,9
7966,875,5
8304,1470,5
7389,945,5
10625,824,5
705,1271,5
452,772,3
10869,1393,10
7629,280,9
9659,921,1
10200,564,2
4327,869,9
2164,1327,2
1462,469,2
14471,1038,9
4121,266,10
7537,1106,9
4934,649,3
7395,648,9
6761,676,9
973,1067,7
2880,1419,3
13148,1446,5
8198,341,9
10350,1247,9
7593,1338,3
4270,1128,4
13195,1073,6
12362,1471,7
4985,212,2
13714,1074,3
5493,179,5
14084,1174,1
6918,1383,7
12323,168,4
3572,395,1
3585,608,5
2347,149,7
2874,1090,6
12858,102,7
7095,864,1
1971,751,10
14548,734,5
6976,1467,7
10022,1007,3
1800,1341,4
2329,1420,10
9550,466,5
2761,1000,10
5021,307,10
858,350,8
3485,1350,9
14789,1061,4
10770,1446,1
13164,1232,6
10590,134,4
8254,354,2
993,1014,8
11218,106,10
13707,883,4
12660,462,2
9847,158,5
5615,607,6
1943,1252,3
14676,342,8
6647,346,10
6499,265,5
5100,998,9
12810,421,7
7453,611,7
12682,652,10
3645,863,5
1775,1175,1
1041,1142,6
14296,446,9
10151,597,1
12176,1191,4
1093,573,5
13944,973,6
7629,17,10
9263,676,3
8724,262,10
6247,293,7
8088,805,2
4924,477,2
11306,1246,8
11190,1027,7
5247,206,1
3423,615,8
2263,254,6
9564,766,4
8515,115,6
3082,212,10
6721,163,10
11497,66,2
14603,567,4
8479,1055,9
9840,634,2
3727,322,1
2740,195,3
7615,1380,10
13017,1324,4
14804,631,2
12216,666,2
7373,280,3
4860,153,8
6071,1224,10
1541,18,1
6206,721,6
3671,329,6
8906,874,4
11284,103,5
2424,209,10
7708,213,1
11525,308,4
5703,904,6
623,1120,4
2255,1136,8
6668,1367,6
9596,486,9
7433,817,7
9185,184,10
4134,906,1
1137,1237,7
7870,351,7
13625,1308,10
5837,1416,1
13600,366,3
10337,1447,2
520,746,6
5683,83,9
7446,1021,5
8999,1045,4
3234,1035,4
6167,99,2
7327,1,10
3492,510,8
3056,1362,9
9917,1046,3
1202,1385,5
6452,397,1
4340,524,6
889,546,9
3564,316,8
12150,150,10
14115,1119,6
7157,254,7
7679,1345,7
7823,1238,10
12740,426,4
6371,231,10
14642,487,8
4084,1270,2
11980,163,7
5015,707,2
911,1126,5
12691,1314,2
3658,1097,6
4713,1462,2
13523,1033,2
3606,212,8
12555,582,4
14348,1165,9
13613,540,1
6471,503,1
10580,1328,2
7217,426,9
3648,896,8
10971,739,1
5760,348,6
12296,127,7
4000,28,5
13487,735,5
2669,1236,10
6629,521,5
8650,463,8
4394,1154,3
12656,965,10
7774,272,2
10030,262,2
2478,143,5
1361,831,4
8755,560,7
2415,662,8
5572,1229,3
12155,833,3
5352,593,4
1265,678,5
12538,675,7
7670,1074,3
9918,1449,5
9406,683,4
10684,771,9
13224,816,8
11565,371,3
13199,1119,3
14329,587,9
10056,1025,7
2973,443,2
6079,328,5
1799,1487,3
11624,165,5
10089,690,9
4015,223,7
10998,24,7
3514,201,4
4056,19,9
12704,299,4
13818,1223,3
10235,150,3
2129,664,4
13779,150,9
4874,1144,1
13679,371,6
14368,962,2
14940,819,9
960,851,5
11176,88,2
9432,976,4
8067,216,5
2645,895,4
9728,452,4
14173,446,8
1597,543,5
595,752,4
7033,415,5
8449,778,9
5675,383,9
12577,909,2
3746,351,9
11567,1208,5
6915,1312,10
13875,1418,8
889,24,5
7144,796,3
775,17,1
12979,397,10
168,254,2
1761,825,6
3374,1139,9
5213,1305,1
5456,712,7
5733,1150,7
7295,1491,3
10636,141,10
12543,850,6
1290,1157,9
14814,408,1
2437,917,10
12485,974,4
12126,861,7
11166,40,5
5580,1459,2
2430,585,8
9139,661,8
7661,143,8
2909,88,9
6430,946,9
7230,1016,1
8047,1378,5
13009,1012,3
1628,972,9
9604,477,3
6382,487,1
5936,476,6
12825,261,6
5056,475,6
11662,769,9
10350,599,2
6516,558,8
6890,1285,6
6047,612,4
6848,31,8
8837,626,6
7153,154,2
4,362,9
7066,339,10
13747,434,6
13257,890,7
2198,1132,5
1663,131,9
836,88,6
14588,667,1
1587,915,2
6006,1344,1
581,650,6
2287,761,4
12511,515,10
2442,1209,5
9850,150,8
2471,558,3
2431,1245,3
3181,14,5
6216,419,6
4656,434,10
7822,1466,3
9910,679,2
4231,1167,9
5527,1494,4
6081,1221,3
4287,1050,8
13219,184,1
6065,1352,8
6111,784,1
2083,274,6
4451,677,5
3471,1156,6
10396,805,4
9640,335,5
1663,930,6
7739,296,4
7276,828,8
10782,1326,9
10059,747,4
8870,356,1
9331,352,9
5670,785,10
5324,471,5
11901,341,9
11492,1320,8
9263,305,4
8304,99,8
3082,218,3
648,1399,9
4134,713,10
8774,377,1
3102,1153,8
14393,1128,3
6199,1098,8
7621,1209,1
2508,41,5
2392,1126,2
6679,518,7
9754,189,4
5193,513,4
11403,1201,7
6091,712,6
14956,640,4
12373,1358,4
163,936,2
2381,1156,8
9865,870,3
1144,935,9
5420,1281,7
10702,499,10
1645,1397,8
14774,1359,7
943,1217,8
4500,94,5
12872,347,9
10396,1416,8
13948,583,4
14456,625,7
2968,409,1
8588,1053,5
14404,1036,8
8368,641,3
9591,1126,10
5662,687,1
720,775,2
1162,138,7
9787,45,7
5869,1205,10
11661,303,2
4549,939,6
14150,1079,2
6980,845,1
10628,983,8
4447,233,1
8068,378,2
14591,207,1
8129,444,7
2317,882,9
5585,538,5
8501,1484,1
7394,426,5
740,1428,2
9342,779,8
3960,787,1
10967,149,10
9801,171,5
9037,1421,6
4264,1215,7
10009,1232,3
4378,1431,7
12420,838,8
1124,49,9
3511,153,2
10831,110,5
13821,505,2
2558,537,1
11154,249,7
6684,228,5
5736,1219,10
3228,1218,9
674,63,4
8383,1458,1
3212,831,4
2939,178,1
11429,1066,6
9568,964,5
627,1235,2
9086,793,8
5946,1316,6
5394,1053,10
609,370,8
11254,950,6
553,1102,4
5511,768,7
8520,1058,2
6901,1363,7
9206,15,7
14068,667,2
1166,1282,1
12148,1073,3
13523,658,5
5766,1185,2
6243,105,4
9534,658,6
1496,956,6
10401,1303,10
11607,889,8
6780,653,4
11818,23,4
1136,789,2
3614,1306,1
4827,620,9
4373,789,1
8586,994,9
12696,1423,3
4035,800,7
5390,318,5
10755,390,9
5731,605,5
4740,416,5
4007,373,9
4574,335,3
5669,575,2
12717,1487,2
8789,324,7
5664,1486,8
8613,1115,2
10266,1215,9
644,571,8
1400,1467,3
1011,1266,3
10672,1143,6
4825,1266,3
14360,948,3
3411,42,10
7852,517,2
9254,1159,6
8787,596,7
4666,109,9
6695,910,8
12809,1377,1
14294,961,4
7640,1123,7
8860,432,9
2603,814,6
973,52,3
12484,605,9
12028,1030,10
246,1219,2
14277,578,5
8407,1394,8
13892,726,5
13810,262,9
1357,964,9
9611,127,2
1860,772,6
4494,1175,9
10313,661,10
4191,404,4
2252,930,4
12643,5,4
349,13,4
12995,279,1
12571,383,2
9021,1091,6
3331,760,2
12964,793,8
2839,531,6
5218,1077,10
14772,899,1
10723,906,9
9916,491,9
273,986,10
7223,594,5
11862,459,3
5319,467,2
1387,273,3
5547,691,1
13364,218,9
10264,1493,8
11349,570,10
14608,549,9
13060,117,8
12184,183,9
5681,1402,9
9201,1312,1
4503,811,9
10524,1110,7
10991,650,5
7455,73,8
5621,276,6
832,626,7
1910,1107,6
8582,1174,5
11175,355,1
1645,1173,7
8398,17,4
10247,1111,8
904,878,2
935,1093,7
13788,619,5
1882,546,9
1853,1060,8
9816,346,2
7191,63,1
14736,1307,8
9834,209,1
7071,1484,3
5816,965,4
13585,430,6
3924,150,6
7072,1058,3
8888,258,1
13988,177,2
13577,1458,3
512,784,5
13024,1151,10
5702,1374,8
7088,696,1
325,146,6
4706,1031,4
5807,1263,8
4614,1319,3
8510,374,4
11304,1441,10
575,836,1
4763,1484,3
8656,646,6
6678,588,3
4752,668,5
226,636,1
14829,92,7
7807,789,10
5178,1435,10
11530,1094,7
11373,388,7
1955,612,6
2476,436,2
398,1128,4
1588,472,7
1070,513,1
969,1243,1
8010,526,9
6157,1134,8
11969,294,5
10587,1259,8
6622,124,7
1001,893,8
4564,1217,5
11969,61,7
7510,620,9
11153,694,8
13806,1112,9
14095,1368,5
8737,114,6
4580,898,7
2172,528,1
7838,229,4
12999,478,6
8881,455,3
7696,344,8
10651,29,10
661,1246,2
1460,1257,1
468,1133,10
137,335,7
8540,1079,4
9059,1059,10
13348,715,6
136,1271,9
14692,1474,7
13322,488,7
14244,857,8
9660,399,3
7180,1200,8
4490,301,7
302,824,7
3835,931,4
1877,3,2
4144,66,10
9666,1292,6
1866,808,10
13453,349,5
6261,131,2
8015,517,7
4964,1411,2
9820,13,1
10431,853,8
2955,684,6
2033,184,6
7843,653,2
12021,120,10
11896,101,6
882,563,5
8024,934,2
9267,249,2
8469,928,6
14202,419,6
4053,1167,5
4327,492,7
8285,1381,8
7259,400,2
14684,225,4
771,1408,6
7776,368,9
8700,984,7
14137,632,5
3163,187,2
5981,560,5
13515,472,7
3466,902,5
6203,950,5
5940,205,5
14345,779,9
1981,253,3
8950,533,1
11193,179,7
8584,1113,7
2904,309,4
830,861,1
8147,1242,4
13630,1312,4
6615,766,6
2896,1373,8
7597,212,2
8040,1402,5
4614,481,3
2556,1364,1
11765,1007,10
5910,1412,1
7122,653,10
6713,1277,8
10263,853,10
10054,452,3
11693,228,3
9203,498,9
2422,839,6
12771,531,9
8644,318,10
12940,1477,3
1814,1011,3
7632,405,9
12644,1251,7
10468,348,3
4584,833,1
4832,574,7
9562,1499,7
49,980,5
4054,321,3
10528,1268,8
4407,23,9
5069,316,7
14809,699,9
13261,1496,8
6795,1328,3
757,281,8
3745,1049,3
11605,528,3
2626,457,10
10194,1404,6
14580,231,8
6498,688,10
5905,1248,6
12982,101,8
10749,1089,2
8252,65,5
10691,1167,4
5302,632,5
7878,223,1
10214,667,4
1454,1426,3
8690,198,9
5419,1442,4
2344,189,2
7277,516,6
6515,171,3
9156,1081,8
7651,543,10
5087,597,4
6010,881,2
11906,401,2
3434,825,10
8410,526,1
7641,1353,10
8194,628,6
9767,836,7
13093,1161,1
13806,564,6
1064,1029,9
4915,593,7
9124,507,8
9179,970,6
1821,1494,9
6008,1203,3
5101,565,1
14548,251,2
3377,182,9
2042,644,10
8034,640,3
12326,888,10
13476,1058,7
7579,759,7
1849,1283,8
14753,70,5
8524,60,4
10995,673,7
6156,118,6
13862,1027,9
275,617,3
13989,996,9
7605,164,8
14026,688,2
91,1172,8
7879,614,3
7661,849,2
9398,970,3
1867,1088,5
9751,487,10
2401,1212,8
5720,241,2
1400,752,5
3763,836,6
10458,663,2
2471,995,2
9289,645,6
5906,1315,6
14238,986,8
1803,119,8
7222,309,8
3021,1044,5
11112,1342,4
12071,768,6
4372,1481,4
5702,948,3
14849,562,4
9915,1247,1
9386,344,1
9250,1125,2
8743,317,7
1823,1237,1
543,646,6
3664,849,9
6701,1202,9
5311,315,7
8508,228,10
3323,1418,9
3782,1189,6
14721,892,6
3715,59,7
9394,1436,9
7519,349,8
9764,791,10
12443,911,10
2549,1436,4
11300,987,2
14769,185,8
7019,1086,9
194,55,8
7896,621,4
13685,328,6
4382,557,9
2840,610,9
8358,1256,7
3227,1134,9
10983,380,2
10591,1215,10
4858,1073,8
945,911,9
2533,1370,4
18,151,2
9712,889,3
368,1121,8
1904,665,2
4948,386,7
12881,609,6
5055,294,5
5091,1283,5
14818,1256,10
8326,700,9
2493,1087,3
1935,1,4
9229,46,2
1376,410,8
14092,1365,9
9479,656,1
14731,464,6
8895,53,3
3844,658,3
1617,869,8
4450,370,5
14085,179,1
14314,144,5
11692,582,7
1080,579,3
6329,889,7
7858,581,6
12401,1286,8
4439,321,7
1154,1186,6
1394,896,6
5874,1459,4
1578,138,5
7145,163,6
7006,485,10
8969,682,5
2332,1403,8
3802,109,6
10651,1182,3
3765,1401,4
14533,1188,4
14847,608,3
13610,179,10
7337,122,6
14155,723,7
4690,1474,7
9254,833,2
5980,854,9
5484,776,6
1980,358,8
11546,977,9
8716,1274,1
4617,943,7
1559,961,10
7045,929,6
5356,1341,10
3495,1306,5
8187,1424,4
1761,1381,9
7273,736,8
7109,1047,6
837,1157,1
10737,898,5
11201,10,6
1187,295,4
11603,1189,7
12656,1300,2
14162,1016,1
14358,1165,1
2171,1272,8
14957,1262,9
1638,1289,6
3482,1320,10
8938,1127,4
14794,222,6
3719,872,3
3619,650,4
14436,810,7
10057,1490,9
14184,265,6
2441,1177,5
14050,352,5
8254,351,3
4792,803,1
10174,1352,9
8299,192,10
13813,392,2
4796,263,7
3830,1053,7
9034,825,4
14641,840,7
12371,1014,7
14553,395,9
1871,848,6
14338,376,10
3933,1409,10
2183,551,7
12554,880,2
8569,96,8
13472,1031,1
4383,655,10
10907,111,3
7258,415,2
10712,1210,5
13725,716,1
217,630,4
1295,482,6
6760,877,3
13014,89,3
10351,1155,3
9734,1492,7
5689,644,9
7288,418,5
10879,1421,6
12995,552,6
8748,231,9
8316,139,2
11045,288,1
8621,1380,9
8191,868,6
1920,1105,4
3165,954,4
9921,404,1
4020,438,4
6667,1394,8
4532,143,7
3654,965,7
2763,103,5
5650,1136,6
9171,833,4
6305,23,1
12139,795,5
9031,534,8
8872,379,1
14717,563,7
12432,633,7
1128,1373,1
4033,1000,7
13875,734,1
13000,79,2
9776,614,7
3596,817,6
95,1447,2
5272,769,1
1789,1342,7
3464,1191,4
13412,1496,3
7596,313,4
3771,705,1
13582,726,6
7520,91,2
236,141,4
11282,1138,1
6097,1197,5
13781,849,1
3547,180,2
3745,134,10
13407,662,8
1992,578,2
10789,281,1
14646,1351,9
11638,13,10
1515,144,10
8381,365,10
3980,338,10
9522,593,6
9562,834,2
8524,728,1
5698,1374,7
3775,258,6
12007,193,9
1623,1425,3
10902,929,2
1392,1433,1
6854,445,3
11540,1264,8
11974,322,2
9831,914,4
14956,570,9
7414,944,10
1485,1047,6
5215,1425,6
6285,624,1
8412,119,1
1904,917,3
3898,554,7
12882,1197,3
8338,787,5
13746,534,9
2032,220,3
10332,972,8
7933,1420,9
9682,1073,1
6196,781,10
4142,151,4
14003,380,5
14666,1231,3
6831,160,6
14960,849,3
8257,489,1
14931,758,7
5994,401,5
434,107,6
9150,206,9
2175,255,2
385,1417,10
386,989,3
4108,1072,1
8368,508,5
12921,1389,1
6874,1280,5
10803,714,1
11922,667,9
8120,15,6
6995,1425,3
3345,321,1
3555,1002,10
11142,490,4
4465,1207,2
4499,149,10
3125,1465,3
14814,643,7
13941,403,10
4637,760,6
1352,542,7
5336,194,1
14160,1145,7
11389,357,6
11104,1428,7
517,675,5
7031,927,9
14118,819,4
1580,847,3
4375,495,3
4815,160,5
8501,1112,2
11326,704,9
13228,262,3
10804,783,10
14648,740,2
11405,125,9
602,22,3
11898,908,2
14817,599,3
9369,863,7
13172,1164,3
9042,1153,8
2046,743,10
13280,920,5
7667,1027,2
4738,1123,7
4762,964,2
4575,72,7
12013,813,3
13862,383,4
3307,542,2
9671,1390,4
14327,468,5
10350,193,3
10374,1285,8
771,1220,3
11072,1292,2
4013,97,4
4480,189,1
11777,1238,10
13148,1291,2
13747,753,2
7410,407,9
4325,387,2
7218,1344,9
10870,716,10
10773,905,4
2873,46,7
350,427,3
12022,505,7
5112,1275,1
10433,746,4
10549,880,10
13992,1257,8
12200,150,5
4089,1236,2
4726,1374,4
3710,1341,4
12010,1104,2
13612,1494,10
11277,485,9
5781,147,2
4069,1226,3
4425,1076,2
13988,1349,5
4877,232,4
1502,728,8
9502,315,2
5734,1379,8
9219,927,4
7657,408,4
9944,1103,5
10832,1076,5
4992,839,3
13674,182,7
3679,940,1
2233,1448,6
6179,154,4
10160,114,4
13078,1381,10
9859,1091,5
1986,966,7
745,982,4
3701,497,7
1901,1328,2
12633,88,2
13773,474,5
8146,463,8
9977,651,8
9274,1138,6
10785,835,5
4145,1300,8
1952,257,2
3729,840,3
14594,34,2
3228,767,7
2885,1437,4
8936,1011,8
5774,218,8
13788,233,4
3593,863,9
3454,1052,10
7781,1281,10
12509,361,6
6412,1265,8
8765,1065,5
3744,461,7
1693,148,8
7240,150,2
5164,866,1
10143,1221,3
4338,1084,10
11083,33,4
434,1166,3
11474,999,5
5323,170,9
13033,82,2
2817,1495,9
5059,702,2
7156,473,9
1193,1312,2
12399,752,6
14319,162,2
12297,1360,8
9893,533,1
10513,828,10
5752,547,8
9417,845,7
1256,222,5
7859,1,1
12350,1246,8
10681,1243,7
13402,22,8
4701,1371,8
728,264,5
13419,717,5
7855,669,3
11545,778,10
8730,460,5
9880,259,6
8276,1441,9
11312,1460,9
1346,1019,2
4752,365,8
8797,640,9
13787,1210,7
6785,343,4
8627,1401,6
8142,290,4
14661,1076,6
10364,1342,2
13638,255,10
2091,138,5
10807,1305,2
1332,697,3
9332,611,5
10048,1144,8
4135,730,8
11619,1098,4
2744,918,3
870,1301,1
4220,701,3
10010,704,2
2451,212,5
10795,344,1
6788,1027,5
751,632,4
9423,645,5
2935,1306,4
14008,1215,5
1651,1415,4
6069,1382,5
9221,628,9
9734,687,3
1211,801,8
11078,307,7
134,366,6
698,1195,3
12336,1068,2
14722,325,3
11897,317,3
5665,370,10
12162,1466,9
6667,1178,5
4111,725,7
13318,394,2
3775,994,6
7597,1267,1
778,379,8
9630,1408,1
10988,1276,7
10822,107,9
7086,1143,5
3380,764,6
12073,905,3
8689,360,3
10861,637,4
723,273,9
12381,684,10
5934,1191,4
14074,186,2
12966,1221,6
411,246,4
10343,315,7
4811,974,5
12210,665,7
4418,1161,2
14480,511,8
661,574,4
12019,823,10
8949,1183,9
9259,1096,2
5039,308,3
2880,96,5
9814,257,8
3668,181,7
7863,345,5
12414,336,6
8850,557,6
11125,936,9
9626,1243,10
14747,1291,6
9158,254,5
12324,119,6
13726,619,7
6163,16,7
3608,1134,3
14757,1449,8
12592,143,9
12160,514,6
11442,223,2
6657,1482,6
9280,1214,8
8269,838,4
6846,199,2
12246,1432,7
13771,1125,8
3062,836,9
12221,11,4
5829,746,2
13209,1,6
14908,48,3
10932,878,6
13750,783,3
14410,1090,2
2326,676,10
9962,686,10
12669,311,1
4679,665,7
4411,1032,9
9268,1221,2
6286,1349,2
2238,1026,8
3329,802,9
507,1002,6
8307,1081,5
12439,1489,10
10672,1231,9
10295,250,7
113,930,4
14780,1405,10
1157,1386,2
14638,261,5
1242,741,8
9419,806,5
6073,1415,9
10452,45,10
8576,1282,6
2209,804,9
14432,277,10
2818,1321,5
4964,754,10
8583,613,3
8164,657,10
9555,542,8
5657,727,9
7233,297,3
5331,418,7
7414,1142,6
13189,335,4
3485,1198,5
6073,688,2
3027,916,5
391,952,1
2503,808,7
1166,408,2
4704,484,9
6487,818,4
12903,221,3
118,1047,1
2977,866,1
9474,122,1
10897,876,10
6067,220,2
14663,1070,10
5344,503,3
9895,228,3
4526,219,6
1058,1253,2
3563,994,2
14438,315,3
5965,644,3
9855,116,6
11091,1437,7
12611,654,9
1327,1349,8
10930,585,9
13527,1220,10
4122,1225,10
161,266,6
7154,81,10
4466,803,5
13643,506,7
7079,826,3
7933,1114,2
7885,991,2
5738,300,3
11106,570,1
5816,623,7
5993,818,9
11735,564,10
4258,275,8
5758,1062,9
7057,133,10
8067,1148,5
7333,1125,2
4749,597,9
1810,297,4
4156,183,1
1382,334,5
7256,656,1
21,1060,6
13286,65,10
1945,1255,4
7455,512,9
4260,111,10
2501,321,3
7627,446,10
14138,422,5
8333,467,4
11715,702,5
5595,253,7
13060,1342,8
6927,731,10
7013,632,9
6939,1045,6
6248,316,2
2914,450,2
11270,176,10
3858,1419,3
13419,1177,3
14214,1081,2
8974,630,8
13445,375,9
12129,1182,8
4089,267,10
12389,613,4
13056,1013,9
11249,445,5
10900,991,1
1585,1464,4
7410,1341,5
13773,11,8
7107,1319,9
4945,523,6
2931,677,6
9449,131,2
1845,24,5
386,536,10
2956,445,8
7529,112,9
11813,1268,8
11130,1203,3
4437,791,2
1188,226,2
12965,904,5
11022,1250,2
9280,205,3
14800,859,8
14729,601,8
7189,1482,5
10778,1365,9
5253,453,5
14074,762,6
14007,1479,3
10308,369,9
