customer_id,order_date,order_status,payment_mode,shipper_id
739,2024-01-28,Shipped,Credit Card,6
1688,2024-11-06,Delivered,Debit Card,9
2050,2024-08-08,Pending,Bank Transfer,8
611,2024-07-19,Shipped,COD,4
4751,2024-12-16,Pending,Credit Card,10
929,2024-05-26,Delivered,Credit Card,3
1547,2024-04-14,Pending,Credit Card,1
1545,2024-08-21,Cancelled,COD,10
2248,2024-10-04,Pending,Debit Card,5
732,2024-07-06,Cancelled,Credit Card,10
2973,2024-05-02,Pending,Debit Card,9
2078,2024-12-07,Cancelled,COD,7
2487,2024-09-14,Delivered,Debit Card,4
803,2024-09-07,Cancelled,Bank Transfer,3
1850,2024-07-14,Shipped,Bank Transfer,1
2079,2024-07-21,Delivered,Credit Card,10
1614,2024-06-04,Shipped,Credit Card,8
4082,2024-07-03,Cancelled,COD,8
1160,2024-01-30,Delivered,Debit Card,6
4227,2024-03-29,Shipped,Bank Transfer,8
2502,2024-06-19,Delivered,Debit Card,9
2751,2024-12-10,Cancelled,Bank Transfer,3
2778,2024-04-20,Delivered,Debit Card,4
210,2024-07-24,Cancelled,COD,6
1194,2024-05-22,Shipped,Credit Card,8
2387,2024-11-01,Shipped,Credit Card,10
1778,2024-02-19,Shipped,Credit Card,3
3510,2024-04-08,Cancelled,Credit Card,6
2810,2024-12-21,Pending,COD,7
4422,2024-11-02,Cancelled,COD,9
358,2024-11-15,Shipped,Credit Card,10
893,2024-06-04,Cancelled,COD,1
2788,2024-08-28,Shipped,Debit Card,3
4900,2024-06-03,Delivered,COD,2
1098,2024-09-03,Shipped,Debit Card,3
3532,2024-04-28,Delivered,Debit Card,2
4009,2024-01-18,Shipped,Credit Card,3
870,2024-10-14,Pending,Debit Card,3
714,2024-08-14,Cancelled,Bank Transfer,10
1754,2024-06-09,Shipped,Credit Card,4
230,2024-08-30,Delivered,Credit Card,7
3812,2024-02-19,Pending,Credit Card,6
619,2024-07-08,Delivered,Debit Card,1
3255,2024-06-30,Shipped,Bank Transfer,5
3182,2024-01-09,Shipped,Bank Transfer,5
3247,2024-06-12,Shipped,Debit Card,5
1107,2024-10-27,Shipped,Bank Transfer,6
3713,2024-12-01,Pending,COD,2
1404,2024-09-22,Delivered,Debit Card,8
2416,2024-10-09,Cancelled,Bank Transfer,2
4783,2024-05-28,Shipped,Debit Card,8
4209,2024-05-05,Delivered,Credit Card,10
4586,2024-10-12,Cancelled,COD,6
759,2024-01-18,Pending,Credit Card,7
4201,2024-07-21,Pending,Bank Transfer,8
3751,2024-06-06,Pending,Debit Card,8
3403,2024-08-10,Cancelled,Debit Card,7
2915,2024-10-01,Cancelled,Bank Transfer,10
1678,2024-05-07,Pending,Bank Transfer,4
4530,2024-06-05,Shipped,Credit Card,6
48,2024-04-28,Cancelled,Credit Card,3
3081,2024-10-02,Delivered,Credit Card,2
512,2024-11-24,Pending,Debit Card,9
841,2024-02-21,Pending,Credit Card,4
2352,2024-01-29,Delivered,Debit Card,7
3771,2024-07-11,Shipped,COD,7
1131,2024-07-15,Cancelled,COD,7
1276,2024-02-25,Cancelled,Debit Card,7
773,2024-12-20,Shipped,Credit Card,4
568,2024-01-05,Delivered,Bank Transfer,2
3260,2024-10-20,Pending,Debit Card,3
3890,2024-02-08,Shipped,COD,4
2100,2024-03-26,Pending,Debit Card,3
525,2024-05-11,Pending,Credit Card,9
22,2024-03-24,Cancelled,Credit Card,6
1162,2024-12-16,Delivered,COD,2
1219,2024-02-21,Pending,Debit Card,2
2132,2024-09-25,Pending,COD,3
3511,2024-05-09,Cancelled,Bank Transfer,10
2013,2024-04-07,Pending,Bank Transfer,8
3038,2024-02-03,Cancelled,Debit Card,3
4987,2024-08-29,Shipped,COD,10
845,2024-06-20,Delivered,Debit Card,9
4398,2024-03-28,Shipped,Bank Transfer,3
4479,2024-01-03,Shipped,Bank Transfer,9
1655,2024-09-29,Delivered,COD,7
3047,2024-10-22,Delivered,Credit Card,3
1365,2024-04-15,Cancelled,Credit Card,2
3884,2024-06-11,Delivered,Debit Card,2
906,2024-12-16,Cancelled,Bank Transfer,10
3505,2024-08-04,Delivered,Credit Card,8
1048,2024-04-23,Pending,COD,1
2667,2024-02-14,Pending,Bank Transfer,1
2320,2024-04-23,Pending,COD,3
2405,2024-05-20,Shipped,Credit Card,1
4112,2024-11-12,Delivered,Bank Transfer,8
1240,2024-01-30,Cancelled,Credit Card,10
4316,2024-12-14,Delivered,Bank Transfer,9
2381,2024-05-26,Shipped,COD,6
1030,2024-08-27,Shipped,Credit Card,8
1254,2024-11-04,Shipped,Credit Card,2
4585,2024-06-19,Cancelled,Credit Card,9
4110,2024-09-26,Shipped,Bank Transfer,4
721,2024-08-27,Cancelled,Debit Card,8
131,2024-10-15,Cancelled,COD,8
3616,2024-11-01,Shipped,COD,10
3794,2024-08-02,Delivered,Bank Transfer,6
1435,2024-06-30,Cancelled,Debit Card,9
2270,2024-12-29,Shipped,Debit Card,4
4207,2024-11-06,Delivered,Credit Card,1
2446,2024-04-10,Delivered,Credit Card,4
1957,2024-08-30,Delivered,Bank Transfer,2
413,2024-06-04,Pending,Credit Card,6
3933,2024-08-29,Pending,Bank Transfer,9
1744,2024-03-31,Pending,COD,2
579,2024-09-07,Pending,Debit Card,9
2012,2024-02-24,Shipped,Credit Card,2
1700,2024-03-12,Cancelled,COD,3
3172,2024-11-28,Pending,Debit Card,5
508,2024-10-29,Shipped,COD,2
3936,2024-11-13,Pending,COD,10
2342,2024-06-18,Pending,Credit Card,4
3167,2024-12-23,Shipped,Credit Card,4
3681,2024-05-05,Delivered,Credit Card,7
359,2024-11-14,Shipped,Debit Card,10
3687,2024-05-07,Shipped,COD,3
4043,2024-03-27,Cancelled,COD,3
4770,2024-08-01,Delivered,Debit Card,6
4836,2024-10-05,Shipped,Bank Transfer,5
735,2024-10-04,Pending,Credit Card,5
1990,2024-08-02,Pending,Bank Transfer,4
1511,2024-12-02,Cancelled,Debit Card,1
4672,2024-07-17,Cancelled,Debit Card,2
776,2024-03-23,Pending,Credit Card,6
2258,2024-03-10,Cancelled,Debit Card,10
1463,2024-10-12,Pending,Debit Card,6
2634,2024-05-13,Pending,Debit Card,9
4943,2024-07-02,Pending,Debit Card,6
2516,2024-07-24,Pending,Debit Card,2
3804,2024-03-09,Cancelled,Debit Card,5
2327,2024-01-05,Delivered,COD,6
4200,2024-01-29,Pending,Debit Card,3
224,2024-04-28,Shipped,Debit Card,6
4413,2024-05-24,Shipped,COD,6
1681,2024-03-17,Delivered,Bank Transfer,8
1427,2024-03-24,Pending,Bank Transfer,3
905,2024-08-15,Pending,Bank Transfer,7
1465,2024-03-05,Shipped,Credit Card,1
2174,2024-07-05,Pending,Bank Transfer,2
3093,2024-06-16,Cancelled,Bank Transfer,3
1171,2024-01-03,Cancelled,Bank Transfer,5
465,2024-03-31,Delivered,COD,4
1136,2024-02-18,Pending,Credit Card,10
53,2024-01-01,Cancelled,Bank Transfer,3
4408,2024-05-30,Delivered,Credit Card,9
1420,2024-12-20,Cancelled,Credit Card,3
1752,2024-02-13,Delivered,Credit Card,7
2968,2024-08-21,Cancelled,Bank Transfer,9
4412,2024-02-24,Pending,Debit Card,5
252,2024-08-09,Delivered,Debit Card,1
627,2024-05-08,Shipped,COD,2
1471,2024-02-09,Cancelled,Credit Card,8
3729,2024-12-11,Pending,Bank Transfer,6
552,2024-03-19,Shipped,Bank Transfer,2
1371,2024-04-23,Cancelled,COD,9
4610,2024-04-18,Delivered,Bank Transfer,9
3280,2024-01-14,Delivered,Bank Transfer,8
903,2024-08-11,Cancelled,COD,5
1940,2024-08-02,Shipped,Debit Card,8
2113,2024-10-23,Pending,COD,1
1532,2024-06-23,Shipped,Debit Card,5
2770,2024-08-22,Delivered,Bank Transfer,10
1526,2024-05-24,Cancelled,Bank Transfer,10
3048,2024-06-20,Cancelled,Bank Transfer,9
154,2024-07-18,Cancelled,Bank Transfer,8
52,2024-10-01,Delivered,Debit Card,4
1332,2024-11-24,Pending,COD,8
2031,2024-05-16,Shipped,COD,6
2391,2024-07-18,Cancelled,Bank Transfer,2
920,2024-01-03,Shipped,Bank Transfer,1
3810,2024-08-17,Pending,Debit Card,2
1582,2024-12-21,Shipped,Bank Transfer,9
49,2024-10-17,Pending,COD,10
3923,2024-11-23,Cancelled,Credit Card,1
1906,2024-05-15,Shipped,Credit Card,10
2033,2024-01-01,Delivered,Debit Card,9
2188,2024-09-25,Delivered,Bank Transfer,1
2314,2024-11-15,Cancelled,Credit Card,4
2101,2024-05-07,Delivered,COD,6
2426,2024-08-04,Shipped,Debit Card,3
2784,2024-05-06,Delivered,Debit Card,5
1165,2024-06-27,Delivered,Debit Card,8
1419,2024-06-08,Shipped,Debit Card,3
2218,2024-04-07,Shipped,Credit Card,6
2043,2024-05-05,Pending,Bank Transfer,3
1083,2024-05-26,Cancelled,Credit Card,5
955,2024-05-28,Delivered,Credit Card,3
110,2024-08-01,Shipped,Bank Transfer,7
780,2024-10-18,Pending,COD,2
1205,2024-06-19,Shipped,Debit Card,4
2039,2024-11-11,Cancelled,Bank Transfer,8
4664,2024-09-14,Pending,COD,8
4371,2024-03-08,Delivered,Debit Card,9
231,2024-09-23,Shipped,Bank Transfer,9
246,2024-04-21,Pending,Credit Card,3
1377,2024-12-17,Cancelled,Bank Transfer,6
1399,2024-08-13,Pending,COD,8
2128,2024-08-15,Cancelled,Debit Card,4
3373,2024-06-10,Delivered,COD,4
1924,2024-10-22,Delivered,Debit Card,5
3610,2024-11-18,Pending,Debit Card,10
2281,2024-01-20,Pending,Credit Card,2
447,2024-12-11,Pending,Credit Card,8
3370,2024-08-07,Delivered,COD,3
88,2024-09-17,Cancelled,Debit Card,9
460,2024-09-05,Delivered,Bank Transfer,8
719,2024-07-26,Cancelled,Debit Card,6
2590,2024-07-01,Delivered,COD,7
1542,2024-04-19,Shipped,Credit Card,7
2995,2024-01-21,Cancelled,Debit Card,1
4187,2024-02-09,Shipped,Debit Card,6
334,2024-05-20,Shipped,COD,3
1037,2024-06-04,Delivered,Bank Transfer,1
2402,2024-02-05,Cancelled,Bank Transfer,3
2674,2024-04-15,Shipped,Debit Card,4
3639,2024-11-22,Delivered,Debit Card,9
4439,2024-01-09,Cancelled,Debit Card,5
2064,2024-08-21,Pending,Debit Card,1
4263,2024-03-03,Shipped,Debit Card,2
3373,2024-05-06,Cancelled,Credit Card,6
1031,2024-03-27,Pending,Bank Transfer,5
1132,2024-12-24,Cancelled,Debit Card,8
2681,2024-01-24,Delivered,Credit Card,7
546,2024-05-10,Delivered,Credit Card,6
4932,2024-04-16,Cancelled,Credit Card,1
1868,2024-11-22,Cancelled,Bank Transfer,6
47,2024-03-17,Cancelled,COD,3
1396,2024-12-12,Shipped,Credit Card,6
497,2024-08-05,Delivered,Credit Card,2
856,2024-06-29,Shipped,Bank Transfer,6
1396,2024-09-16,Delivered,Debit Card,7
1298,2024-09-16,Cancelled,Debit Card,3
61,2024-08-15,Pending,Credit Card,8
4650,2024-10-18,Cancelled,COD,5
3155,2024-05-22,Pending,Bank Transfer,9
3624,2024-05-08,Shipped,Credit Card,1
825,2024-06-21,Cancelled,Bank Transfer,7
1455,2024-02-07,Delivered,Credit Card,4
3300,2024-03-10,Delivered,Debit Card,6
399,2024-07-24,Shipped,Bank Transfer,1
682,2024-05-30,Shipped,Debit Card,3
4309,2024-12-16,Delivered,COD,7
1626,2024-12-01,Shipped,Credit Card,10
3910,2024-04-04,Shipped,COD,4
2370,2024-09-30,Shipped,Credit Card,7
1035,2024-03-31,Delivered,Debit Card,8
4352,2024-02-23,Pending,Debit Card,9
2671,2024-09-13,Shipped,Debit Card,5
834,2024-06-22,Cancelled,Credit Card,6
1973,2024-08-09,Cancelled,COD,7
1764,2024-05-31,Shipped,Bank Transfer,5
947,2024-10-24,Shipped,Debit Card,4
3941,2024-05-23,Cancelled,Credit Card,5
2166,2024-08-26,Pending,COD,6
4551,2024-03-22,Shipped,COD,5
2115,2024-06-11,Delivered,Debit Card,10
868,2024-02-18,Shipped,Credit Card,5
3496,2024-06-26,Pending,COD,1
3118,2024-12-30,Delivered,Credit Card,8
2836,2024-01-12,Delivered,COD,9
414,2024-08-18,Pending,Debit Card,5
1564,2024-06-04,Delivered,COD,3
180,2024-05-13,Shipped,Credit Card,1
998,2024-11-26,Pending,Credit Card,6
3673,2024-07-04,Shipped,Debit Card,6
4374,2024-05-15,Cancelled,COD,7
1350,2024-11-22,Cancelled,Debit Card,9
440,2024-06-07,Shipped,Bank Transfer,1
3673,2024-07-12,Cancelled,Bank Transfer,10
3228,2024-09-22,Pending,Debit Card,5
1836,2024-10-16,Cancelled,Debit Card,5
2254,2024-03-06,Cancelled,Debit Card,9
4635,2024-12-15,Shipped,Bank Transfer,3
3205,2024-01-01,Pending,Bank Transfer,4
2718,2024-07-16,Pending,Bank Transfer,4
74,2024-07-03,Cancelled,Debit Card,3
515,2024-05-26,Shipped,Bank Transfer,4
2456,2024-03-30,Shipped,Debit Card,4
1503,2024-12-05,Cancelled,Debit Card,6
2046,2024-05-14,Shipped,COD,5
2651,2024-07-24,Pending,Credit Card,1
249,2024-06-14,Shipped,Bank Transfer,1
3792,2024-06-10,Cancelled,COD,5
4286,2024-04-28,Cancelled,COD,10
952,2024-07-09,Shipped,Debit Card,6
4361,2024-06-13,Shipped,Bank Transfer,1
1153,2024-08-18,Pending,COD,4
563,2024-06-04,Pending,Bank Transfer,8
1439,2024-01-01,Delivered,Debit Card,2
371,2024-12-12,Cancelled,Bank Transfer,2
1471,2024-08-14,Delivered,Debit Card,3
3859,2024-12-14,Pending,COD,9
1574,2024-07-01,Shipped,COD,2
3673,2024-05-27,Delivered,COD,9
2429,2024-02-26,Shipped,Bank Transfer,8
1589,2024-09-26,Shipped,COD,8
543,2024-11-30,Cancelled,Bank Transfer,5
2950,2024-01-01,Delivered,Credit Card,7
4194,2024-05-05,Pending,Bank Transfer,3
2294,2024-09-13,Pending,Debit Card,10
4467,2024-09-13,Pending,COD,10
2120,2024-11-09,Delivered,Credit Card,10
2242,2024-01-21,Shipped,Debit Card,1
1636,2024-08-10,Delivered,Credit Card,10
3923,2024-11-24,Cancelled,Credit Card,5
4459,2024-06-23,Shipped,Bank Transfer,7
105,2024-08-02,Shipped,COD,7
3419,2024-10-13,Shipped,COD,4
3316,2024-10-15,Pending,COD,5
508,2024-10-02,Pending,Bank Transfer,4
462,2024-01-31,Cancelled,Debit Card,6
1613,2024-12-15,Cancelled,Debit Card,2
3217,2024-11-20,Shipped,Debit Card,10
3566,2024-08-26,Pending,Debit Card,9
4302,2024-05-12,Cancelled,Credit Card,7
2783,2024-05-22,Pending,COD,8
3210,2024-01-28,Delivered,Debit Card,7
4938,2024-01-16,Delivered,Bank Transfer,10
1276,2024-11-13,Shipped,Debit Card,3
1091,2024-07-29,Shipped,COD,4
1037,2024-06-28,Cancelled,Bank Transfer,1
1083,2024-07-31,Delivered,Debit Card,9
2961,2024-03-11,Delivered,COD,3
4953,2024-09-22,Pending,Credit Card,5
4494,2024-11-17,Shipped,Credit Card,1
1133,2024-01-28,Cancelled,Bank Transfer,5
1724,2024-08-31,Delivered,Credit Card,9
848,2024-12-27,Pending,COD,5
4382,2024-05-21,Cancelled,Bank Transfer,7
2544,2024-06-13,Cancelled,Bank Transfer,5
254,2024-07-28,Delivered,COD,6
4689,2024-03-07,Pending,Bank Transfer,3
4744,2024-01-05,Shipped,Bank Transfer,4
2152,2024-02-28,Cancelled,Debit Card,6
2721,2024-02-22,Cancelled,Credit Card,2
1337,2024-03-07,Delivered,COD,4
3765,2024-08-06,Shipped,Credit Card,2
3224,2024-08-31,Cancelled,Credit Card,7
4459,2024-05-29,Delivered,Debit Card,3
3077,2024-05-04,Shipped,COD,9
416,2024-04-16,Cancelled,Bank Transfer,6
3011,2024-11-20,Pending,Bank Transfer,1
2992,2024-03-15,Delivered,COD,7
3330,2024-09-11,Cancelled,Bank Transfer,10
2250,2024-10-05,Cancelled,Credit Card,1
3435,2024-10-28,Cancelled,Credit Card,9
1709,2024-03-29,Shipped,Debit Card,9
804,2024-10-09,Pending,Debit Card,7
3787,2024-11-11,Delivered,Debit Card,8
4758,2024-04-18,Delivered,Bank Transfer,7
849,2024-05-14,Delivered,Debit Card,4
64,2024-06-19,Cancelled,Bank Transfer,6
163,2024-10-02,Pending,COD,6
2898,2024-05-23,Cancelled,COD,5
4734,2024-07-29,Shipped,Bank Transfer,3
3536,2024-11-18,Shipped,Debit Card,5
1069,2024-04-26,Cancelled,Debit Card,4
3577,2024-01-14,Cancelled,COD,7
1624,2024-07-21,Shipped,Credit Card,1
1316,2024-10-24,Pending,Credit Card,10
4758,2024-12-30,Delivered,Bank Transfer,10
632,2024-10-02,Pending,COD,4
917,2024-11-01,Cancelled,Bank Transfer,5
1712,2024-01-28,Delivered,COD,9
4065,2024-03-09,Cancelled,Credit Card,5
3367,2024-04-18,Shipped,Credit Card,7
256,2024-03-26,Shipped,Debit Card,4
2478,2024-08-26,Delivered,Debit Card,1
1654,2024-04-22,Shipped,Credit Card,1
2241,2024-10-27,Delivered,COD,5
3143,2024-06-16,Cancelled,COD,1
174,2024-11-29,Delivered,Credit Card,9
3496,2024-01-15,Cancelled,Credit Card,3
3930,2024-09-25,Pending,COD,4
742,2024-12-26,Cancelled,Credit Card,4
4583,2024-11-15,Delivered,Credit Card,5
3011,2024-12-14,Pending,COD,5
3719,2024-04-16,Pending,Bank Transfer,7
4887,2024-04-30,Cancelled,COD,5
3348,2024-01-22,Cancelled,Debit Card,5
1765,2024-10-23,Shipped,Bank Transfer,7
2073,2024-04-11,Delivered,COD,1
2540,2024-07-29,Cancelled,Bank Transfer,1
2150,2024-02-07,Cancelled,Bank Transfer,3
3547,2024-09-28,Cancelled,Bank Transfer,10
3829,2024-02-26,Shipped,Bank Transfer,10
2180,2024-09-25,Cancelled,Debit Card,5
2411,2024-04-15,Cancelled,Credit Card,3
764,2024-03-14,Delivered,COD,1
2484,2024-05-31,Delivered,Credit Card,1
2866,2024-12-27,Cancelled,Debit Card,6
1913,2024-08-29,Shipped,Credit Card,2
3022,2024-07-16,Pending,Debit Card,10
2519,2024-09-20,Pending,Debit Card,3
2616,2024-06-03,Delivered,Debit Card,10
584,2024-02-26,Shipped,Credit Card,1
4625,2024-12-02,Shipped,Bank Transfer,4
1217,2024-01-19,Cancelled,Debit Card,3
1386,2024-11-05,Delivered,Debit Card,5
3768,2024-03-21,Delivered,Debit Card,4
4959,2024-09-27,Delivered,Credit Card,8
1679,2024-07-01,Cancelled,COD,6
4604,2024-02-05,Shipped,Debit Card,7
1140,2024-11-10,Shipped,Debit Card,5
4495,2024-09-14,Pending,Bank Transfer,2
4947,2024-04-21,Cancelled,Bank Transfer,8
4043,2024-01-01,Delivered,Bank Transfer,4
113,2024-03-08,Cancelled,Credit Card,6
326,2024-03-30,Pending,Credit Card,10
1612,2024-02-03,Delivered,Bank Transfer,6
3794,2024-07-07,Pending,Debit Card,9
841,2024-05-14,Cancelled,Bank Transfer,2
4342,2024-11-05,Cancelled,Credit Card,4
2125,2024-11-04,Delivered,Debit Card,9
4347,2024-02-14,Pending,Bank Transfer,10
4976,2024-04-25,Delivered,Debit Card,3
1639,2024-05-08,Cancelled,Bank Transfer,6
1376,2024-06-28,Shipped,Bank Transfer,10
3508,2024-10-08,Delivered,COD,3
1818,2024-04-13,Shipped,Debit Card,10
4662,2024-09-11,Cancelled,Credit Card,9
2665,2024-05-01,Shipped,COD,6
4927,2024-02-24,Pending,Debit Card,9
2741,2024-12-22,Delivered,Debit Card,3
1770,2024-01-03,Pending,Debit Card,9
2494,2024-03-28,Shipped,Credit Card,4
1280,2024-02-29,Delivered,COD,3
4500,2024-12-03,Cancelled,COD,5
217,2024-08-15,Cancelled,Credit Card,2
4720,2024-04-04,Shipped,Bank Transfer,1
1876,2024-05-24,Pending,Credit Card,8
645,2024-05-27,Pending,Debit Card,10
1918,2024-09-17,Delivered,Bank Transfer,4
679,2024-05-19,Cancelled,Debit Card,9
687,2024-08-22,Pending,COD,5
4478,2024-12-20,Delivered,COD,8
4466,2024-04-22,Pending,Debit Card,1
2127,2024-12-18,Pending,COD,2
3765,2024-04-14,Shipped,Credit Card,3
1728,2024-05-20,Delivered,Credit Card,6
4681,2024-04-03,Shipped,Debit Card,9
1038,2024-06-17,Pending,Debit Card,2
247,2024-10-30,Shipped,Debit Card,8
2892,2024-11-08,Pending,COD,2
4824,2024-10-03,Pending,Debit Card,10
4378,2024-06-07,Shipped,Debit Card,4
3361,2024-11-01,Delivered,Credit Card,8
1687,2024-03-17,Pending,COD,8
2630,2024-12-16,Cancelled,Bank Transfer,9
1381,2024-09-04,Shipped,Debit Card,4
2497,2024-01-24,Pending,COD,1
499,2024-02-19,Cancelled,COD,2
3778,2024-12-21,Delivered,COD,4
1623,2024-06-08,Shipped,COD,6
2042,2024-07-24,Delivered,Credit Card,2
1101,2024-12-07,Delivered,COD,9
3917,2024-08-21,Cancelled,Bank Transfer,4
1239,2024-10-18,Cancelled,Debit Card,1
337,2024-06-19,Shipped,Debit Card,8
2354,2024-02-09,Cancelled,COD,5
931,2024-05-06,Cancelled,Bank Transfer,5
1295,2024-10-10,Pending,COD,10
3508,2024-09-03,Shipped,Bank Transfer,3
404,2024-05-21,Cancelled,Bank Transfer,3
2450,2024-07-11,Pending,Debit Card,2
3926,2024-01-17,Cancelled,Credit Card,5
716,2024-11-25,Shipped,Credit Card,3
3394,2024-06-17,Delivered,COD,3
513,2024-01-29,Cancelled,Debit Card,3
978,2024-01-28,Shipped,COD,4
3257,2024-01-22,Delivered,COD,6
1534,2024-05-27,Shipped,COD,2
4152,2024-04-28,Shipped,COD,6
3904,2024-12-03,Shipped,Debit Card,1
3659,2024-04-03,Pending,Credit Card,10
1222,2024-07-14,Cancelled,Credit Card,1
2048,2024-09-17,Delivered,COD,7
1728,2024-05-08,Delivered,Debit Card,3
4420,2024-07-06,Delivered,Bank Transfer,10
1467,2024-08-09,Shipped,Credit Card,7
3383,2024-12-25,Pending,COD,3
3821,2024-08-03,Cancelled,Credit Card,2
4972,2024-02-16,Pending,Credit Card,3
387,2024-12-11,Delivered,Bank Transfer,5
152,2024-12-11,Pending,Bank Transfer,2
4897,2024-08-24,Cancelled,Credit Card,9
3623,2024-12-02,Shipped,Bank Transfer,2
2903,2024-09-12,Pending,Debit Card,1
601,2024-03-11,Pending,COD,4
4029,2024-07-28,Pending,Credit Card,8
2278,2024-08-05,Shipped,Credit Card,4
1701,2024-10-07,Shipped,Debit Card,1
3416,2024-05-26,Pending,COD,8
1800,2024-03-10,Cancelled,Credit Card,7
3173,2024-10-21,Pending,COD,4
3723,2024-01-13,Cancelled,Debit Card,5
4875,2024-12-03,Delivered,COD,3
480,2024-12-01,Delivered,COD,10
278,2024-07-31,Cancelled,Credit Card,9
1871,2024-03-05,Delivered,Bank Transfer,2
1499,2024-05-25,Pending,COD,5
4381,2024-04-15,Shipped,Credit Card,2
4720,2024-06-29,Pending,Debit Card,5
2924,2024-04-08,Pending,Debit Card,6
1510,2024-12-08,Pending,Debit Card,10
2046,2024-12-26,Shipped,Credit Card,8
1251,2024-09-23,Delivered,COD,3
1023,2024-02-18,Delivered,COD,2
745,2024-01-21,Shipped,Bank Transfer,10
214,2024-08-11,Pending,Debit Card,10
654,2024-09-01,Delivered,COD,8
1598,2024-09-17,Pending,Bank Transfer,3
4228,2024-02-04,Pending,Credit Card,5
1333,2024-05-30,Shipped,Debit Card,6
728,2024-08-19,Cancelled,COD,6
3258,2024-12-04,Cancelled,Bank Transfer,4
3643,2024-01-14,Pending,COD,9
4025,2024-02-29,Delivered,COD,1
1391,2024-10-08,Delivered,Bank Transfer,4
71,2024-01-27,Pending,Bank Transfer,8
567,2024-09-25,Shipped,Credit Card,1
1384,2024-10-29,Shipped,COD,6
1496,2024-08-15,Shipped,Credit Card,9
4451,2024-01-07,Cancelled,COD,1
434,2024-03-19,Delivered,Debit Card,2
2731,2024-01-05,Pending,Credit Card,2
3945,2024-10-22,Shipped,Credit Card,6
1624,2024-03-29,Cancelled,Bank Transfer,2
764,2024-11-10,Cancelled,Debit Card,10
3261,2024-04-01,Shipped,Bank Transfer,6
365,2024-05-13,Delivered,Bank Transfer,4
1663,2024-01-08,Delivered,Credit Card,7
1161,2024-07-10,Cancelled,COD,8
3507,2024-02-05,Pending,Debit Card,7
3184,2024-01-07,Delivered,COD,4
1353,2024-03-15,Pending,Bank Transfer,8
150,2024-09-02,Cancelled,Debit Card,1
316,2024-08-03,Shipped,COD,6
3799,2024-12-05,Delivered,Credit Card,9
1693,2024-02-08,Pending,Debit Card,5
2903,2024-06-27,Cancelled,Credit Card,10
123,2024-08-16,Delivered,COD,10
133,2024-12-09,Pending,COD,2
1427,2024-10-18,Pending,Bank Transfer,7
2462,2024-05-19,Pending,COD,7
273,2024-05-24,Pending,Credit Card,5
227,2024-01-24,Shipped,Debit Card,1
852,2024-03-03,Cancelled,COD,7
66,2024-11-25,Pending,Bank Transfer,4
3129,2024-02-10,Shipped,Bank Transfer,10
812,2024-02-01,Delivered,Debit Card,1
1665,2024-04-05,Shipped,COD,5
4890,2024-07-19,Shipped,Debit Card,2
3917,2024-06-12,Delivered,Debit Card,1
1761,2024-04-07,Shipped,Bank Transfer,7
4751,2024-02-13,Shipped,Credit Card,1
4891,2024-06-24,Cancelled,Debit Card,8
4096,2024-03-14,Cancelled,Debit Card,3
530,2024-04-24,Cancelled,Bank Transfer,10
238,2024-08-19,Delivered,Credit Card,1
1903,2024-01-06,Pending,Credit Card,8
3753,2024-12-12,Pending,Bank Transfer,3
95,2024-06-18,Delivered,Credit Card,6
659,2024-05-10,Shipped,COD,7
3905,2024-03-23,Delivered,Debit Card,5
4156,2024-01-01,Cancelled,Bank Transfer,2
2545,2024-03-02,Cancelled,Bank Transfer,3
2754,2024-12-13,Shipped,COD,7
4157,2024-11-05,Shipped,COD,5
930,2024-09-25,Cancelled,Credit Card,10
1266,2024-03-03,Pending,COD,1
753,2024-12-19,Pending,COD,9
3388,2024-10-03,Cancelled,COD,8
3698,2024-09-05,Delivered,Credit Card,5
148,2024-01-21,Cancelled,Credit Card,3
955,2024-05-14,Shipped,Credit Card,4
802,2024-06-04,Pending,Debit Card,1
3845,2024-12-22,Shipped,COD,9
2686,2024-05-12,Cancelled,Credit Card,2
261,2024-02-22,Cancelled,COD,2
856,2024-06-17,Shipped,COD,8
2341,2024-03-24,Shipped,Debit Card,7
2923,2024-01-30,Shipped,Bank Transfer,5
3447,2024-05-15,Shipped,Debit Card,10
1194,2024-11-27,Cancelled,COD,5
1785,2024-11-06,Cancelled,Bank Transfer,7
3092,2024-05-09,Cancelled,COD,6
4773,2024-12-07,Delivered,Debit Card,10
3147,2024-02-23,Cancelled,Credit Card,4
4300,2024-11-07,Shipped,Debit Card,10
641,2024-06-24,Pending,Bank Transfer,4
4149,2024-01-07,Cancelled,Debit Card,1
1831,2024-10-06,Pending,Credit Card,9
2514,2024-10-17,Pending,COD,1
3889,2024-07-03,Shipped,Debit Card,10
3208,2024-01-18,Delivered,COD,3
4393,2024-03-23,Pending,Credit Card,5
1484,2024-05-17,Cancelled,COD,8
1476,2024-01-15,Cancelled,Credit Card,1
3423,2024-09-14,Shipped,Bank Transfer,1
77,2024-03-19,Shipped,Credit Card,1
2654,2024-06-04,Shipped,Debit Card,2
3127,2024-12-02,Cancelled,Bank Transfer,5
3809,2024-08-03,Pending,COD,7
1017,2024-08-24,Pending,Debit Card,1
4168,2024-06-06,Pending,COD,6
3737,2024-02-22,Shipped,Credit Card,9
4200,2024-05-14,Shipped,Bank Transfer,8
3072,2024-09-20,Cancelled,Bank Transfer,4
4303,2024-07-20,Delivered,COD,2
